Total Population,Median Age,White,Black,American Indian,Asian,Pacific,Multiracial,Male,Female,Not a citizen,Male 18+ birthright,Male 18+ bloodright,Male 18+ naturalized,Male 18+ not citizen,Female 18+ birthright,Female 18+ bloodright,Female 18+ naturalized,Female 18+ not citizen,Less than HS,HS grad,Some college,Bachelor's degree,Graduate degree,Total income,No income,Median income,Total poverty,Income below poverty (White male),Income below poverty (White female),Income above poverty (White male),Income above poverty (White female),Income below poverty (Black male),Income below poverty (Black female),Income above poverty (Black male),Income above poverty (Black female),Year,State FIPS,State Abbr,District
707305,37.2,303488,21055,9397,138438,2799,59836,348144,359161,104409,152956,116320,65844,50476,157425,127280,77788,49492,107651,125967,134107,78468,33361,580573,100586,27429,695359,14098,18192,131268,132995,1106,1258,8232,9327,2020,06,CA,32
734546,35.0,255453,37778,9536,143771,1269,44949,374815,359731,189221,148557,152563,59851,92712,124630,164702,76890,87812,155424,103225,105586,106894,45280,613994,107001,24998,716232,24298,27382,103799,93005,7105,5328,11721,9314,2020,06,CA,34
755516,42.3,484065,37223,8103,27279,1118,58319,378376,377140,82492,219054,75577,35791,39786,218691,79502,40093,39409,99573,148357,167045,72734,45903,622174,105119,27044,743419,32480,37564,205661,200920,4820,5063,12763,12867,2020,06,CA,36
732667,39.1,352268,17389,4294,237552,1602,47228,360352,372315,84025,172127,105823,68424,37399,172258,122125,82198,39927,50391,92358,147574,141387,72897,600094,97776,37780,725459,12716,13930,161018,160499,1087,976,8071,6837,2020,06,CA,39
768401,31.5,334625,68079,5431,49689,2094,52204,381428,386973,98542,186866,91011,44783,46228,191411,95160,49101,46059,106228,133083,140216,54684,33153,599815,129102,27877,749199,17170,19502,145949,143732,4203,6541,27958,27954,2020,06,CA,41
727766,35.9,255228,155468,6253,97517,3312,59902,353231,374535,125193,157994,107534,48367,59167,174787,115440,56803,58637,106332,106995,137348,94559,43954,583355,97014,30177,719539,17376,18987,108975,106021,12574,17191,54991,69132,2020,06,CA,43
781871,39.1,463247,12733,3056,203837,1748,55404,382627,399244,93620,196133,99222,57898,41324,202889,115037,72125,42912,32232,65542,139903,182363,120753,642886,101435,48660,771302,13744,18012,213566,212568,796,788,5908,4926,2020,06,CA,45
720586,42.5,461217,9680,2578,137063,2707,47985,355055,365531,60260,205357,79099,51155,27944,207430,90726,62160,28566,52640,81020,150659,154192,89043,607787,82166,42257,716730,14769,17775,213562,212823,383,518,4580,3947,2020,06,CA,48
748893,37.5,548651,19650,9026,40712,2639,67470,371498,377395,64232,215877,62918,34272,28646,217826,72204,41375,30829,60844,115192,175888,99991,50614,598841,91002,33832,740344,24776,29391,245023,243504,2126,1736,8104,6966,2020,06,CA,50
774895,36.8,502377,24317,2848,159418,2886,55526,392953,381942,72412,235927,80786,47140,33646,217093,90284,57184,33100,27756,58041,135452,183496,143031,647342,81550,48192,753022,16002,18667,229968,222500,2177,1703,10309,7753,2020,06,CA,52
817394,38.0,726210,7718,4526,26597,533,37916,413343,404051,30947,307081,26918,11401,15517,300595,27290,14535,12755,18502,82168,144264,182009,130999,690189,65907,38806,795483,32552,34803,326167,314775,565,612,3574,2295,2020,08,CO,2
837275,37.4,730557,12121,6021,20227,1148,42281,424313,412962,40732,286710,31358,11941,19417,280707,31181,13612,17569,49882,131248,175339,132872,68580,666285,82965,36458,818025,25478,32662,332679,324424,1225,1064,4704,3059,2020,08,CO,4
825402,36.9,584264,79110,5635,53485,1725,52310,410844,414558,67240,249654,55488,25076,30412,256681,58938,29526,29412,43536,114452,157632,151191,88456,656673,72598,40301,817343,14039,17773,273050,273429,4880,5292,34530,33294,2020,08,CO,6
843348,35.2,627358,68383,6228,28554,1272,57413,421634,421714,60449,287823,50418,21592,28826,287765,51569,24316,27253,60811,105586,138932,190258,115265,702290,70263,41475,830868,26037,29355,285275,277590,7355,7867,26085,25508,2020,08,CO,1
752192,40.5,653846,7171,17238,6694,634,34873,378243,373949,25958,276321,19562,7261,12301,274603,21597,9722,11875,46854,140498,172625,110889,56626,620143,68332,30576,736454,35850,42852,285606,276621,800,872,3155,1501,2020,08,CO,3
811504,35.8,648255,47650,6585,19442,2563,58677,414246,397258,22945,296874,21981,11689,10292,278533,27269,16312,10957,31336,117659,192181,121317,79127,656007,82613,33899,779206,26919,30672,285204,282559,2704,2988,19882,17437,2020,08,CO,5
797811,36.3,663815,13539,7438,26734,1008,53759,399530,398281,48783,267553,40406,16120,24286,271779,39241,18194,21047,57864,135470,161062,127453,67811,649692,69418,37763,786444,24678,28811,299748,301324,858,555,5874,5573,2020,08,CO,7
709090,40.9,479164,107966,1804,38991,299,37119,341725,367365,45707,218506,48801,27696,21105,241676,53930,33735,20195,49963,133167,127173,107082,83190,590008,66557,38953,696255,14749,21050,212078,222733,7859,8903,42268,46215,2020,09,CT,1
711468,39.9,501922,105524,1311,32144,153,30609,342466,369002,45177,229419,42678,22308,20370,254634,46878,26565,20313,42033,149279,120803,97533,88051,600014,65506,36860,685887,15213,22416,218005,228318,8328,11054,39558,43303,2020,09,CT,3
711957,42.3,551897,53077,1676,27097,207,34467,347388,364569,46607,225230,46673,24225,22448,240825,49388,29614,19774,50752,137763,128002,106349,77158,589278,66538,37687,696853,19912,26542,243331,252291,4444,5065,18806,21637,2020,09,CT,5
701886,42.0,596606,28530,2481,23673,81,32303,352063,349823,22115,261646,21515,11745,9770,259740,26378,15906,10472,34017,138665,139498,99646,77927,595601,58623,38212,664291,16988,21642,264955,267099,2532,2064,9218,9185,2020,09,CT,2
736148,40.5,520405,87064,1807,41357,449,38149,358046,378102,81925,197033,74452,35937,38515,215671,79892,43704,36188,48785,96507,96798,140849,118215,598971,77102,42846,723649,13563,19239,237963,240676,5786,8024,33025,38261,2020,09,CT,4
0,-666666666.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-666666666,0,0,0,0,0,0,0,0,0,2020,09,CT,not
967679,41.0,652587,212795,3560,38528,705,37567,467720,499959,44205,323041,41279,20533,20746,355557,43595,24028,19567,63843,210998,182986,129092,92951,798495,89151,34513,941266,23630,32590,285964,295292,15435,20371,78685,88663,2020,10,DE,1
785773,38.7,596277,104109,3132,20511,1547,43608,394989,390784,18854,290706,17908,10057,7851,283851,24733,15235,9498,49183,146137,192720,98372,56684,644636,75385,29962,752918,26682,31117,260725,258451,8897,10606,36626,39163,2020,12,FL,1
726881,42.7,585278,91075,2481,13178,650,25096,371826,355055,18611,280184,18395,8796,9599,268384,17989,10440,7549,63858,171943,157967,75657,49928,610498,96969,27345,679846,31129,39246,244975,244199,7838,9447,27440,29216,2020,12,FL,2
747806,37.6,550046,121940,1863,25781,319,36407,369659,378147,26717,265201,26281,13400,12881,275092,28709,17251,11458,52472,149399,154599,86214,59173,621569,100667,27293,712650,34623,42638,224274,226256,13913,16644,37539,43968,2020,12,FL,3
820783,39.9,646679,78328,2186,38205,526,38263,403541,417242,36081,276373,38048,22927,15121,288754,44288,28038,16250,38015,136257,167288,153125,85232,676013,80201,37035,803570,21792,28486,290020,293460,3948,4796,32295,34301,2020,12,FL,4
737321,34.3,322618,348660,1872,18494,425,30552,357308,380013,26797,248061,24964,12405,12559,272199,25388,14226,11162,67566,159572,149993,69228,33733,596181,99397,25597,706010,22834,27590,130282,127626,38962,52006,113002,129822,2020,12,FL,5
783276,47.4,628757,83079,2374,13893,539,25485,378912,404364,22463,281753,27668,18012,9656,299919,34866,23994,10872,53646,185084,202006,93864,50267,669399,88876,28041,769882,30567,38612,270873,280732,7318,9199,29312,32882,2020,12,FL,6
775811,36.7,566097,84476,1580,37368,337,48176,379628,396183,45252,252441,49349,28770,20579,267196,55704,35020,20684,35688,111112,166025,143170,78664,652774,102353,33014,751774,25752,31981,242053,246448,6662,8324,33603,33529,2020,12,FL,7
766728,48.5,625083,73205,2057,16975,679,34456,373855,392873,25524,274638,28732,17465,11267,288138,37970,25947,12023,48059,156329,193555,109793,67404,654456,77026,29472,758857,26871,32160,275576,284427,6545,7869,27551,29995,2020,12,FL,8
895237,38.0,615052,117934,2690,27006,766,70240,438835,456402,76188,263745,68846,36503,32343,278715,76143,41342,34801,83802,176884,192227,103699,53381,724115,114908,26225,884932,34764,42858,262278,268501,9097,13012,45599,47426,2020,12,FL,9
790906,55.7,678798,58961,2555,10131,231,28112,382073,408833,18441,295105,24613,15759,8854,319523,28521,20067,8454,66015,216826,205279,84119,52243,689274,77646,26040,772075,35462,45167,281389,305519,4453,6826,20642,21173,2020,12,FL,11
736584,47.2,569881,90961,1839,27349,704,33310,357186,379398,34376,256925,39340,23411,15929,274136,46247,29897,16350,51063,155179,180763,116067,62568,636919,64917,30805,723211,26301,32020,246760,255198,9227,10726,32422,36129,2020,12,FL,13
805103,38.6,578542,118321,2701,23724,624,48244,392807,412296,49055,254761,45956,24557,21399,272613,52994,30262,22732,65800,171018,171974,98834,48951,657054,96405,29391,791915,31467,37378,247261,253545,8406,11753,45557,49390,2020,12,FL,15
853737,47.4,689298,78669,2171,18841,410,36643,411738,441999,54570,277382,49955,24632,25323,304972,57711,32536,25175,60886,179394,186061,125731,84234,718964,80415,31682,842992,27778,34984,301695,316854,5431,8955,30444,32178,2020,12,FL,16
781418,48.0,605972,102144,2518,18058,510,34602,379873,401545,47742,252003,54856,32388,22468,269109,61931,39371,22560,56162,155653,182472,121118,69655,663925,78249,31781,773578,23549,31091,268217,278009,6934,8908,40873,43266,2020,12,FL,18
791022,36.9,274620,426545,2108,20646,416,46358,383593,407429,112101,168353,120603,69872,50731,178726,137091,86304,50787,91065,172981,153262,76735,39368,633902,103300,25725,775085,18522,21866,116565,110790,38252,48350,155305,177118,2020,12,FL,20
765204,44.8,554204,117234,1257,24903,346,45280,377966,387238,89270,211654,94029,53298,40731,208197,107930,68018,39912,45192,134463,157718,142408,89215,648020,80271,35153,756077,23967,27967,251705,244900,7260,9367,47047,51061,2020,12,FL,22
768038,41.8,519318,110635,2290,34521,519,68973,366322,401716,103222,162619,121892,79315,42577,175040,147450,99686,47764,41606,122515,160666,134011,87753,635791,95542,34001,764166,22240,29355,226353,238911,5729,8051,45970,49902,2020,12,FL,23
775411,42.6,618307,32548,1640,8664,46,83688,381932,393479,193800,107687,198473,106123,92350,104576,213939,133439,80500,120924,160882,134682,93241,52011,650855,101193,24722,767323,41219,53736,257673,260489,2621,2449,11906,13343,2020,12,FL,25
748601,42.0,567580,37038,1209,15138,339,94236,367349,381252,176337,117014,181965,100554,81411,110298,204779,126551,78228,76625,123750,125162,132709,98565,637157,93314,30203,739018,30801,44956,242827,241978,3573,3156,14575,14319,2020,12,FL,27
843134,35.8,441374,237063,1672,44855,364,61135,409811,433323,108548,216901,92714,47671,45043,231148,103242,54380,48862,72324,146135,170068,122691,60350,676164,98309,27768,833267,22977,28077,191917,192973,21056,23651,88053,100782,2020,12,FL,10
788853,46.5,673158,40670,2230,22014,565,37213,378595,410258,32576,265170,36517,22999,13518,290566,45725,29207,16518,51681,183789,183781,108461,58570,665770,83558,29486,778080,32413,41828,285706,304624,2283,2447,16453,18039,2020,12,FL,12
802492,36.8,525750,142463,1966,38569,677,65963,394449,408043,81554,227391,79007,39116,39891,246802,78308,44995,33313,59869,143669,139436,130347,78541,659758,88396,30926,788199,29710,34975,226935,224155,14930,20087,50201,54794,2020,12,FL,14
788069,51.9,667808,56418,2339,11815,330,26480,392109,395960,39244,283656,40887,21487,19400,290990,40988,23353,17635,74351,210872,182181,86060,52394,679607,84842,27035,770019,36651,41160,285418,293438,4948,6608,20573,18959,2020,12,FL,17
834988,51.7,690047,63849,1100,14882,468,37282,406115,428873,73479,269236,66913,32687,34226,289790,72177,39462,32715,61489,185296,184121,128972,83926,722755,77806,30929,824235,29828,36569,302463,312884,5821,6548,24668,25112,2020,12,FL,19
782529,46.2,563482,124003,1904,21942,286,45119,380162,402367,99763,206556,99424,52622,46802,222333,110038,65626,44412,66373,141439,164864,127096,83523,663473,80994,30752,776746,22341,29918,249336,257789,8288,10168,51181,53081,2020,12,FL,21
749846,37.2,291898,355581,1371,8991,454,51269,367216,382630,141005,130913,149208,82503,66705,140256,161990,100820,61170,106579,164356,133656,72482,39122,608355,111337,23426,737454,22673,26767,122038,114696,37671,44093,128419,139817,2020,12,FL,24
771373,39.2,553664,85152,2550,14214,262,80827,376745,394628,137531,128323,161505,96824,64681,120099,191408,130941,60467,91505,147608,142514,104389,45898,631573,119323,26825,759749,31565,38615,236182,240973,8269,11043,30558,31008,2020,12,FL,26
665536,36.8,277613,345802,1543,8172,696,19422,326003,339533,13677,234216,11948,4190,7758,253084,10010,4974,5036,72205,147367,138254,47161,33678,535273,94760,23393,627400,17218,21072,110795,113405,43792,61581,105357,115692,2020,13,GA,2
756133,36.3,197633,456210,2077,40792,1082,30152,358224,397909,64640,206919,55738,27809,27929,248085,58480,31182,27298,56506,129645,153015,99102,63532,601303,88478,30769,748348,8861,10596,87244,88439,29528,39316,178199,204622,2020,13,GA,4
759318,38.6,501365,104935,7012,89867,142,37381,374245,385073,87630,204631,75432,33906,41526,221488,74639,39081,35558,29675,62531,99074,199144,133926,609616,80544,49515,755142,11886,14306,236793,236201,4612,6927,42564,49376,2020,13,GA,6
710259,37.3,439728,222171,2655,10793,492,19946,346688,363571,18753,245239,15117,5304,9813,268541,13764,6602,7162,64399,158669,141269,61564,46409,571150,96919,26965,685416,24899,32876,184742,185626,24687,33261,72832,79977,2020,13,GA,8
756449,37.2,508582,193264,806,16904,452,22798,371465,384984,20607,261270,20709,10616,10093,279319,20175,11517,8658,59304,156527,139003,79659,57325,613773,92411,28848,728056,24790,30401,218350,218915,18192,25936,66771,72643,2020,13,GA,10
777408,36.9,556658,131198,1904,27488,694,32823,380429,396979,51031,246004,41960,17779,24181,265629,43426,20831,22595,43298,112707,145923,146248,75910,630122,83997,37758,763337,19458,23667,250267,255763,6325,6706,53070,60201,2020,13,GA,11
729203,35.7,419473,254537,1665,12953,626,24071,358694,370509,17839,257171,14445,6058,8387,270199,15862,7853,8009,71328,158822,140083,62708,42285,585684,96867,25338,692681,26103,31303,171986,173291,27487,37208,81955,91377,2020,13,GA,12
770115,36.0,221399,467797,1229,21365,220,26399,359666,410449,41566,217884,41086,21049,20037,273622,37989,19645,18344,54259,142961,156259,93159,55500,605983,85841,32033,762153,8951,13264,96318,99746,23455,32472,185564,222207,2020,13,GA,13
724177,38.2,605200,65721,3100,7516,231,26259,354641,369536,31844,239873,24904,9353,15551,259725,23767,9309,14458,86418,161866,145565,57801,33448,580029,83931,27655,709470,32124,42895,258348,261734,4395,5506,25075,27159,2020,13,GA,14
744521,36.1,460764,221060,2541,13832,1091,29296,366658,377863,20123,259539,18095,8310,9785,274324,18438,9493,8945,56582,150267,159272,80910,49459,597816,82932,28926,717433,23122,29940,195970,197169,19391,27735,79211,84399,2020,13,GA,1
746086,38.3,503574,187372,2159,14905,478,23501,360745,385341,21378,251095,18757,8856,9901,279466,19073,9964,9109,56746,153220,149165,88834,51298,602023,87219,31315,731972,20561,27596,222181,226134,14877,21096,68706,76628,2020,13,GA,3
780778,33.5,253080,441832,2901,36003,400,28101,375107,405671,39552,261737,33893,14385,19508,292133,33154,15369,17785,52105,118652,117942,133530,104080,643854,87824,32040,740205,11544,12655,109503,104853,41847,58187,150839,171936,2020,13,GA,5
833680,36.0,423976,177517,3378,124076,40,44925,405274,428406,115648,192634,98600,44895,53705,213280,102498,50463,52035,59549,109361,137114,148884,79734,647506,107536,36403,827087,13556,18524,193206,195803,9359,11449,71298,82524,2020,13,GA,7
762916,41.1,651220,50428,1992,9937,483,28095,376097,386819,38544,259244,29373,10035,19338,276643,26939,10507,16432,86279,162779,147798,78607,48767,622972,82701,27924,749669,34503,44488,282142,280810,4415,4682,19062,19408,2020,13,GA,9
706681,39.7,120810,15836,926,353995,55193,151999,354434,352247,62797,219215,62556,39400,23156,194074,90280,56081,34199,41115,122310,156287,121839,65215,587307,64070,39264,687982,3915,4486,59527,46427,580,318,8718,5164,2020,15,HI,1
713393,39.2,222113,10881,2582,180524,92505,192919,357816,355577,44325,235253,39572,21992,17580,223741,53136,30761,22375,33760,149721,158741,96840,50595,576801,68291,34582,693595,11572,11253,97790,92782,624,505,4695,3583,2020,15,HI,2
913009,38.3,805952,5202,12117,10945,1744,40585,456415,456594,22710,320007,19563,9018,10545,326164,21379,11150,10229,51386,169732,221736,113410,52863,726391,80241,29231,895880,35452,44586,358579,352729,692,311,2429,1371,2020,16,ID,1
841358,34.8,745027,6334,10912,13556,1430,34511,423348,418010,36113,284226,28014,10004,18010,282545,27871,12297,15574,48803,135985,189355,107682,54392,660215,72974,28248,827092,40700,48903,326895,316456,765,832,2569,1730,2020,16,ID,2
705263,38.9,286760,354264,1063,14531,146,23252,330293,374970,26057,222513,26202,12929,13273,271949,25470,13918,11552,49460,124939,160291,85019,58958,574629,86656,31159,693674,9738,11962,130113,129062,33565,50348,119918,146782,2020,17,IL,1
692805,38.1,241238,397193,988,5323,92,20393,323884,368921,23555,216768,24093,12020,12073,263984,22236,11800,10436,51748,135179,163489,66886,41754,557651,89083,28665,681993,13059,16257,101393,104868,36699,48684,141169,166000,2020,17,IL,2
708422,38.6,518354,34756,2705,31955,181,37381,355649,352773,64561,195484,70939,38616,32323,199552,71965,42358,29607,65452,139555,134133,90460,50726,567205,86987,34701,697010,19500,24748,236004,232425,2368,3016,11957,13383,2020,17,IL,3
683260,33.7,365945,27736,4120,26830,288,55817,342554,340706,128414,151016,109725,44292,65433,153421,105144,46276,58868,109581,125587,95608,80323,41643,547860,95150,30079,679058,20108,25665,161636,156218,3135,2897,10341,10585,2020,17,IL,4
737812,35.5,575574,22269,1686,55468,400,39062,365078,372734,65812,221974,72257,41271,30986,228035,77459,46555,30904,39057,86719,105012,181946,122408,620249,64150,49125,727634,17832,22477,264432,264013,1737,1567,9374,7850,2020,17,IL,5
723356,41.2,584852,18393,863,70752,60,27820,355197,368159,39471,220198,49373,32198,17175,232603,53826,35320,18506,23753,81929,125876,162293,105845,587863,67791,47404,713351,10659,13673,274196,278283,1114,1073,7411,7945,2020,17,IL,6
720942,34.9,262422,319726,1453,57322,269,29227,346388,374554,58221,224015,51987,21392,30595,258204,49503,23695,25808,65383,109855,110378,118314,107416,605087,94868,35240,695585,10607,13607,114089,113906,37904,51826,99564,118713,2020,17,IL,7
